ProductId,Image Url,Video Url,Product Desc,Origin Price,Discount Price,הנחה,Currency,Direct linking commission rate (%),Estimated direct linking commission,Indirect linking commission rate (%),Estimated indirect linking commission,Sales180Day,Positive Feedback,Promotion Url,Code Name,Code Start Time,Code End Time,Code Value,Code Quantity,Code Minimum Spend,מספר פריט,פוסט,פתיח מותאם
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sb1c4a4c48441420a9b8eb9f303890251Z.jpg,,MHW-3BOMBER Dosing Funnel Set 51mm 53/54mm 58mm Double Filter Espresso Puck Screen Kit Stainless Steel Dosing Ring Barista Tools,ILS 108.22,ILS 99.61,7%,ILS,8,ILS 7.97,7,ILS 6.97,197,98.5,https://s.click.aliexpress.com/e/_oFBDHij,,,,,,,1000010,"🪛 הכלי הקטן שיפתור לכם בעיה גדולה!

🛍 MHW-3BOMBER Dosing Funnel Set 51mm 53/54mm 58mm Double Filter Espresso Puck Screen Kit Stainless Steel Dosing Ring Barista Tools

מחיר מבצע: [ILS 99.61 ש""ח](https://s.click.aliexpress.com/e/_oFBDHij) (מחיר מקורי: ILS 108.22 ש""ח)
💸 חסכתם: 7%
⭐ דירוג: 985%
הוזמן כבר 197 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oFBDHij

מספר פריט: 1000010
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sb1c4a4c48441420a9b8eb9f303890251Z.jpg
",🆕 הגיע לראשונה – MHW-3BOMBER Dosing Funnel Set 51mm 53/54mm 58mm Double Filter Espresso Puck Screen Kit Stainless Steel Dosing Ring Barista Tools
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Scf17a2670d594fc788b74c6917d5e0c06.jpg,,Aquarium Fish Tank Oxygen Pump Charging Dual-Purpose Air Pump Usb Lithium Battery Household Portable Fishing Mute 6000mA Outdoor,ILS 117.06,ILS 37.46,68%,ILS,7,ILS 2.62,7,ILS 2.62,2352,92.1,https://s.click.aliexpress.com/e/_oDC43tp,,,,,,,1000011,"💡 איך לא חשבו על זה קודם?

🛍 Aquarium Fish Tank Oxygen Pump Charging Dual-Purpose Air Pump Usb Lithium Battery Household Portable Fishing Mute 6000mA Outdoor

מחיר מבצע: [ILS 37.46 ש""ח](https://s.click.aliexpress.com/e/_oDC43tp) (מחיר מקורי: ILS 117.06 ש""ח)
💸 חסכתם: 68%
⭐ דירוג: 921%
הוזמן כבר 2352 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oDC43tp

מספר פריט: 1000011
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Scf17a2670d594fc788b74c6917d5e0c06.jpg
",✨ החידוש שאתם חייבים בבית – Aquarium Fish Tank Oxygen Pump Charging Dual-Purpose Air Pump Usb Lithium Battery Household Portable Fishing Mute 6000mA Outdoor
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sa16ece0525574981acf8129bae79f155t.jpg,,Women Sneakers 2025 New Spring Autumn Brand Luxury Vulcanize Shoes Casual Footwear Zapatillas Mujer Light Flat Breathable Shoes,ILS 133.43,ILS 64.05,52%,ILS,7,ILS 4.48,7,ILS 4.48,2773,86.6,https://s.click.aliexpress.com/e/_opCvstd,,,,,,,1000012,"💡 איך לא חשבו על זה קודם?

🛍 Women Sneakers 2025 New Spring Autumn Brand Luxury Vulcanize Shoes Casual Footwear Zapatillas Mujer Light Flat Breathable Shoes

מחיר מבצע: [ILS 64.05 ש""ח](https://s.click.aliexpress.com/e/_opCvstd) (מחיר מקורי: ILS 133.43 ש""ח)
💸 חסכתם: 52%
⭐ דירוג: 866%
הוזמן כבר 2773 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_opCvstd

מספר פריט: 1000012
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sa16ece0525574981acf8129bae79f155t.jpg
",⭐ כולם מדברים על זה – Women Sneakers 2025 New Spring Autumn Brand Luxury Vulcanize Shoes Casual Footwear Zapatillas Mujer Light Flat Breathable Shoes
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sef47a08a3cd346cc895ede6d412d9a6c6.jpg,,8L Portable Folding Washing Machine Bucket for Clothes Socks Underwear Cleaning Washer Portable Small Travel Washing Machine,ILS 94.97,ILS 46.53,51%,ILS,7,ILS 3.26,7,ILS 3.26,686,91.1,https://s.click.aliexpress.com/e/_oF36efh,,,,,,,1000013,"🎁 מתנה נהדרת במחיר קטן!

🛍 8L Portable Folding Washing Machine Bucket for Clothes Socks Underwear Cleaning Washer Portable Small Travel Washing Machine

מחיר מבצע: [ILS 46.53 ש""ח](https://s.click.aliexpress.com/e/_oF36efh) (מחיר מקורי: ILS 94.97 ש""ח)
💸 חסכתם: 51%
⭐ דירוג: 911%
הוזמן כבר 686 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oF36efh

מספר פריט: 1000013
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sef47a08a3cd346cc895ede6d412d9a6c6.jpg
",⭐ כולם מדברים על זה – 8L Portable Folding Washing Machine Bucket for Clothes Socks Underwear Cleaning Washer Portable Small Travel Washing Machine
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S8a0080beeafb4df0b050820450613ea3Y.png,,Technical Retro Car Model Bricks 1458pcs Building Blocks Set 2in1 Race Classic Model Kit for Adults and Teens Toys Birthday Gift,ILS 270.25,ILS 117.00,56%,ILS,7,ILS 8.19,7,ILS 8.19,1204,94.9,https://s.click.aliexpress.com/e/_olDlzkB,,,,,,,1000014,"🧰 גאדג'ט שכל אחד צריך בבית!

🛍 Technical Retro Car Model Bricks 1458pcs Building Blocks Set 2in1 Race Classic Model Kit for Adults and Teens Toys Birthday Gift

מחיר מבצע: [ILS 117.00 ש""ח](https://s.click.aliexpress.com/e/_olDlzkB) (מחיר מקורי: ILS 270.25 ש""ח)
💸 חסכתם: 56%
⭐ דירוג: 949%
הוזמן כבר 1204 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_olDlzkB

מספר פריט: 1000014
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S8a0080beeafb4df0b050820450613ea3Y.png
",🔥 מוצר שחייבים להכיר: Technical Retro Car Model Bricks 1458pcs Building Blocks Set 2in1 Race Classic Model Kit for Adults and Teens Toys Birthday Gift
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S459fa486867e421ab646c0eb3e7a3a24q.jpg,,LED Table Lamp Touch Sensor Dimmable Desktop Night Light Rechargeable Wireless Reading Lamp for Hotel Bar Bedroom Decor Light,ILS 120.54,ILS 40.99,66%,ILS,7,ILS 2.87,7,ILS 2.87,562,87.9,https://s.click.aliexpress.com/e/_oCNFWGT,,,,,,,1000015,"🚗 שדרוג מושלם לרכב שלך!

🛍 LED Table Lamp Touch Sensor Dimmable Desktop Night Light Rechargeable Wireless Reading Lamp for Hotel Bar Bedroom Decor Light

מחיר מבצע: [ILS 40.99 ש""ח](https://s.click.aliexpress.com/e/_oCNFWGT) (מחיר מקורי: ILS 120.54 ש""ח)
💸 חסכתם: 66%
⭐ דירוג: 879%
הוזמן כבר 562 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oCNFWGT

מספר פריט: 1000015
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S459fa486867e421ab646c0eb3e7a3a24q.jpg
",✨ החידוש שאתם חייבים בבית – LED Table Lamp Touch Sensor Dimmable Desktop Night Light Rechargeable Wireless Reading Lamp for Hotel Bar Bedroom Decor Light
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S96ed5a2b2e774e1e936803da5177a0a2n.jpg,,"Women's summer breathable mesh flat shoes women's shoes casual sports shoes, clearance free shipping",ILS 94.74,ILS 42.63,55%,ILS,7,ILS 2.98,7,ILS 2.98,3778,95.1,https://s.click.aliexpress.com/e/_om6Pi31,,,,,,,1000016,"📦 מוצר שימושי במחיר מפתיע!

🛍 Women's summer breathable mesh flat shoes women's shoes casual sports shoes, clearance free shipping

מחיר מבצע: [ILS 42.63 ש""ח](https://s.click.aliexpress.com/e/_om6Pi31) (מחיר מקורי: ILS 94.74 ש""ח)
💸 חסכתם: 55%
⭐ דירוג: 951%
הוזמן כבר 3778 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_om6Pi31

מספר פריט: 1000016
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S96ed5a2b2e774e1e936803da5177a0a2n.jpg
","⭐ כולם מדברים על זה – Women's summer breathable mesh flat shoes women's shoes casual sports shoes, clearance free shipping"
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sf5f982319f0149dd8ec179229fea473dR.jpg,https://video.aliexpress-media.com/play/u/ae_sg_item/220030030/p/1/e/6/t/10301/1100026772832.mp4,BM310 Small Mobile Phones Unlocked Bluetooth Earphone Telephone Low Radiation Automatic Call Recording Dual SIM Small Cell Phone,ILS 57.42,ILS 39.04,32%,ILS,3,ILS 1.17,3,ILS 1.17,3048,92.6,https://s.click.aliexpress.com/e/_oDXUs7p,,,,,,,1000017,"🧼 סדר וארגון כמו שחלמתם!

🛍 BM310 Small Mobile Phones Unlocked Bluetooth Earphone Telephone Low Radiation Automatic Call Recording Dual SIM Small Cell Phone

מחיר מבצע: [ILS 39.04 ש""ח](https://s.click.aliexpress.com/e/_oDXUs7p) (מחיר מקורי: ILS 57.42 ש""ח)
💸 חסכתם: 32%
⭐ דירוג: 926%
הוזמן כבר 3048 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_oDXUs7p

מספר פריט: 1000017
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sf5f982319f0149dd8ec179229fea473dR.jpg
",⭐ כולם מדברים על זה – BM310 Small Mobile Phones Unlocked Bluetooth Earphone Telephone Low Radiation Automatic Call Recording Dual SIM Small Cell Phone
1005000000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/Sfeddd3262dd744a3918d47ccd37c74e9e.jpg,,Length 3/6/15Meters OD7/10/13/15/18/21/25/28mm Split Wire Loom Conduit Polyethylene Tubing Black Color Sleeve Tube,ILS 12.36,ILS 12.36,0%,ILS,10,ILS 1.24,7,ILS 0.87,2238,94.1,https://s.click.aliexpress.com/e/_okyAMXv,,,,,,,1000018,"🔌 חוסך זמן וכסף – מומלץ!

🛍 Length 3/6/15Meters OD7/10/13/15/18/21/25/28mm Split Wire Loom Conduit Polyethylene Tubing Black Color Sleeve Tube

מחיר מבצע: [ILS 12.36 ש""ח](https://s.click.aliexpress.com/e/_okyAMXv) (מחיר מקורי: ILS 12.36 ש""ח)

⭐ דירוג: 941%
הוזמן כבר 2238 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_okyAMXv

מספר פריט: 1000018
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/Sfeddd3262dd744a3918d47ccd37c74e9e.jpg
",🆕 הגיע לראשונה – Length 3/6/15Meters OD7/10/13/15/18/21/25/28mm Split Wire Loom Conduit Polyethylene Tubing Black Color Sleeve Tube
1005010000000000.0,https://ae-pic-a1.aliexpress-media.com/kf/S0614fa0b26804ca89a4021b1e8267c36L.jpg,,"Spring new women's sports shoes, fashionable, breathable, lightweight, non-slip, wear-resistant, casual sports shoes, flat shoes",ILS 82.51,ILS 40.39,51%,ILS,7,ILS 2.83,7,ILS 2.83,6994,92.9,https://s.click.aliexpress.com/e/_onjEAKB,,,,,,,1000019,"✨ פתרון חכם לבית שלך! ✨

🛍 Spring new women's sports shoes, fashionable, breathable, lightweight, non-slip, wear-resistant, casual sports shoes, flat shoes

מחיר מבצע: [ILS 40.39 ש""ח](https://s.click.aliexpress.com/e/_onjEAKB) (מחיר מקורי: ILS 82.51 ש""ח)
💸 חסכתם: 51%
⭐ דירוג: 929%
הוזמן כבר 6994 פעמים
🚚 משלוח חינם בהזמנות מעל 38 ₪ או 7.49 ₪


להזמנה מהירה לחצו כאן👉 https://s.click.aliexpress.com/e/_onjEAKB

מספר פריט: 1000019
להצטרפות לערוץ לחצו עליי👉 https://t.me/+LCv-Xuy6z9RjY2I0

📸 https://ae-pic-a1.aliexpress-media.com/kf/S0614fa0b26804ca89a4021b1e8267c36L.jpg
","🛍️ מציאה מיוחדת: Spring new women's sports shoes, fashionable, breathable, lightweight, non-slip, wear-resistant, casual sports shoes, flat shoes"
